Voltage(V),Current(A)
-9.648820301,-9.65E-07
-9.647300995,-9.65E-07
-9.645777311,-9.65E-07
-9.644249242,-9.64E-07
-9.642716782,-9.64E-07
-9.641179924,-9.64E-07
-9.639638663,-9.64E-07
-9.638092992,-9.64E-07
-9.636542905,-9.64E-07
-9.634988395,-9.63E-07
-9.633429457,-9.63E-07
-9.631866083,-9.63E-07
-9.630298268,-9.63E-07
-9.628726005,-9.63E-07
-9.627149289,-9.63E-07
-9.625568111,-9.63E-07
-9.623982468,-9.62E-07
-9.622392351,-9.62E-07
-9.620797756,-9.62E-07
-9.619198674,-9.62E-07
-9.617595101,-9.62E-07
-9.61598703,-9.62E-07
-9.614374455,-9.61E-07
-9.612757369,-9.61E-07
-9.611135765,-9.61E-07
-9.609509639,-9.61E-07
-9.607878983,-9.61E-07
-9.606243791,-9.61E-07
-9.604604056,-9.60E-07
-9.602959774,-9.60E-07
-9.601310936,-9.60E-07
-9.599657538,-9.60E-07
-9.597999572,-9.60E-07
-9.596337032,-9.60E-07
-9.594669912,-9.59E-07
-9.592998206,-9.59E-07
-9.591321907,-9.59E-07
-9.58964101,-9.59E-07
-9.587955507,-9.59E-07
-9.586265393,-9.59E-07
-9.584570661,-9.58E-07
-9.582871305,-9.58E-07
-9.581167318,-9.58E-07
-9.579458695,-9.58E-07
-9.577745429,-9.58E-07
-9.576027513,-9.58E-07
-9.574304942,-9.57E-07
-9.572577709,-9.57E-07
-9.570845808,-9.57E-07
-9.569109232,-9.57E-07
-9.567367976,-9.57E-07
-9.565622032,-9.57E-07
-9.563871395,-9.56E-07
-9.562116059,-9.56E-07
-9.560356016,-9.56E-07
-9.558591261,-9.56E-07
-9.556821787,-9.56E-07
-9.555047589,-9.56E-07
-9.553268659,-9.55E-07
-9.551484992,-9.55E-07
-9.549696581,-9.55E-07
-9.54790342,-9.55E-07
-9.546105503,-9.55E-07
-9.544302823,-9.54E-07
-9.542495373,-9.54E-07
-9.540683149,-9.54E-07
-9.538866143,-9.54E-07
-9.537044349,-9.54E-07
-9.535217761,-9.54E-07
-9.533386372,-9.53E-07
-9.531550177,-9.53E-07
-9.529709168,-9.53E-07
-9.527863341,-9.53E-07
-9.526012687,-9.53E-07
-9.524157201,-9.52E-07
-9.522296877,-9.52E-07
-9.520431709,-9.52E-07
-9.51856169,-9.52E-07
-9.516686813,-9.52E-07
-9.514807073,-9.51E-07
-9.512922463,-9.51E-07
-9.511032977,-9.51E-07
-9.509138609,-9.51E-07
-9.507239352,-9.51E-07
-9.5053352,-9.51E-07
-9.503426147,-9.50E-07
-9.501512186,-9.50E-07
-9.499593311,-9.50E-07
-9.497669516,-9.50E-07
-9.495740795,-9.50E-07
-9.49380714,-9.49E-07
-9.491868547,-9.49E-07
-9.489925008,-9.49E-07
-9.487976518,-9.49E-07
-9.486023069,-9.49E-07
-9.484064657,-9.48E-07
-9.482101273,-9.48E-07
-9.480132913,-9.48E-07
-9.47815957,-9.48E-07
-9.476181237,-9.48E-07
-9.474197908,-9.47E-07
-9.472209577,-9.47E-07
-9.470216238,-9.47E-07
-9.468217884,-9.47E-07
-9.46621451,-9.47E-07
-9.464206107,-9.46E-07
-9.462192672,-9.46E-07
-9.460174196,-9.46E-07
-9.458150674,-9.46E-07
-9.4561221,-9.46E-07
-9.454088467,-9.45E-07
-9.452049769,-9.45E-07
-9.450005999,-9.45E-07
-9.447957152,-9.45E-07
-9.445903221,-9.45E-07
-9.443844199,-9.44E-07
-9.441780081,-9.44E-07
-9.43971086,-9.44E-07
-9.43763653,-9.44E-07
-9.435557085,-9.44E-07
-9.433472517,-9.43E-07
-9.431382822,-9.43E-07
-9.429287992,-9.43E-07
-9.427188021,-9.43E-07
-9.425082903,-9.43E-07
-9.422972633,-9.42E-07
-9.420857202,-9.42E-07
-9.418736606,-9.42E-07
-9.416610837,-9.42E-07
-9.41447989,-9.41E-07
-9.412343758,-9.41E-07
-9.410202436,-9.41E-07
-9.408055915,-9.41E-07
-9.405904191,-9.41E-07
-9.403747257,-9.40E-07
-9.401585107,-9.40E-07
-9.399417734,-9.40E-07
-9.397245133,-9.40E-07
-9.395067296,-9.40E-07
-9.392884217,-9.39E-07
-9.390695891,-9.39E-07
-9.388502311,-9.39E-07
-9.38630347,-9.39E-07
-9.384099363,-9.38E-07
-9.381889983,-9.38E-07
-9.379675323,-9.38E-07
-9.377455378,-9.38E-07
-9.375230141,-9.38E-07
-9.372999606,-9.37E-07
-9.370763766,-9.37E-07
-9.368522616,-9.37E-07
-9.366276148,-9.37E-07
-9.364024357,-9.36E-07
-9.361767236,-9.36E-07
-9.35950478,-9.36E-07
-9.357236981,-9.36E-07
-9.354963833,-9.35E-07
-9.352685331,-9.35E-07
-9.350401467,-9.35E-07
-9.348112236,-9.35E-07
-9.345817632,-9.35E-07
-9.343517647,-9.34E-07
-9.341212275,-9.34E-07
-9.338901511,-9.34E-07
-9.336585348,-9.34E-07
-9.33426378,-9.33E-07
-9.3319368,-9.33E-07
-9.329604403,-9.33E-07
-9.327266581,-9.33E-07
-9.324923328,-9.32E-07
-9.322574639,-9.32E-07
-9.320220507,-9.32E-07
-9.317860926,-9.32E-07
-9.315495888,-9.32E-07
-9.313125389,-9.31E-07
-9.310749422,-9.31E-07
-9.308367979,-9.31E-07
-9.305981056,-9.31E-07
-9.303588646,-9.30E-07
-9.301190743,-9.30E-07
-9.298787339,-9.30E-07
-9.29637843,-9.30E-07
-9.293964008,-9.29E-07
-9.291544067,-9.29E-07
-9.289118602,-9.29E-07
-9.286687605,-9.29E-07
-9.28425107,-9.28E-07
-9.281808992,-9.28E-07
-9.279361364,-9.28E-07
-9.276908179,-9.28E-07
-9.274449431,-9.27E-07
-9.271985114,-9.27E-07
-9.269515222,-9.27E-07
-9.267039748,-9.27E-07
-9.264558687,-9.26E-07
-9.26207203,-9.26E-07
-9.259579774,-9.26E-07
-9.25708191,-9.26E-07
-9.254578433,-9.25E-07
-9.252069337,-9.25E-07
-9.249554615,-9.25E-07
-9.247034261,-9.25E-07
-9.244508269,-9.24E-07
-9.241976632,-9.24E-07
-9.239439344,-9.24E-07
-9.236896398,-9.24E-07
-9.234347789,-9.23E-07
-9.231793511,-9.23E-07
-9.229233556,-9.23E-07
-9.226667918,-9.23E-07
-9.224096592,-9.22E-07
-9.221519571,-9.22E-07
-9.218936848,-9.22E-07
-9.216348418,-9.22E-07
-9.213754273,-9.21E-07
-9.211154409,-9.21E-07
-9.208548817,-9.21E-07
-9.205937493,-9.21E-07
-9.20332043,-9.20E-07
-9.200697621,-9.20E-07
-9.198069061,-9.20E-07
-9.195434742,-9.20E-07
-9.19279466,-9.19E-07
-9.190148806,-9.19E-07
-9.187497175,-9.19E-07
-9.184839762,-9.18E-07
-9.182176558,-9.18E-07
-9.179507559,-9.18E-07
-9.176832757,-9.18E-07
-9.174152147,-9.17E-07
-9.171465723,-9.17E-07
-9.168773477,-9.17E-07
-9.166075404,-9.17E-07
-9.163371497,-9.16E-07
-9.16066175,-9.16E-07
